"seqnames","start","end","width","strand","length","abs_summit","pileup","X.log10.pvalue.","fold_enrichment","X.log10.qvalue.","name","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"chr11",116918994,116919384,391,"*",391,116919005,15,7.59514,4.36645,3.87761,"RARG_Treated_vs_Input_peak_94","Promoter (<=1kb)",11,116918863,116986948,68086,1,"268510","ENSMUST00000103027.9",131,"ENSMUSG00000043857","Mgat5b","mannoside acetylglucosaminyltransferase 5, isoenzyme B"
"chr11",117602625,117602863,239,"*",239,117602848,6,4.98143,4.07477,1.3849,"RARG_Treated_vs_Input_peak_95","Distal Intergenic",11,117611247,117613857,2611,1,"78403","ENSMUST00000155384.1",-8384,NA,"2900041M22Rik","RIKEN cDNA 2900041M22 gene"
"chr12",4417716,4417949,234,"*",234,4417747,31,42.6692,19.9435,37.6776,"RARG_Treated_vs_Input_peak_96","Promoter (<=1kb)",12,4339111,4416807,77697,2,"17977","ENSMUST00000219715.1",-909,"ENSMUSG00000020647","Ncoa1","nuclear receptor coactivator 1"
"chr12",12862735,12863329,595,"*",595,12862840,10,8.24835,5.65672,4.51282,"RARG_Treated_vs_Input_peak_97","Distal Intergenic",12,12936096,12940616,4521,2,"18109","ENSMUST00000130990.1",77287,"ENSMUSG00000037169","Mycn","v-myc avian myelocytomatosis viral related oncogene, neuroblastoma derived"
"chr12",17912506,17912770,265,"*",265,17912650,6,4.3985,3.70743,0.931353,"RARG_Treated_vs_Input_peak_98","Intron (ENSMUST00000221149.1/ENSMUST00000221149.1, intron 1 of 1)",12,17728226,17791126,62901,1,"53602","ENSMUST00000222944.1",184280,"ENSMUSG00000071379","Hpcal1","hippocalcin-like 1"
"chr12",20702212,20702525,314,"*",314,20702464,29,39.235,18.697,34.2984,"RARG_Treated_vs_Input_peak_99","Distal Intergenic",12,20804381,20815779,11399,2,"69513","ENSMUST00000189625.1",113254,"ENSMUSG00000099759","1700030C10Rik","RIKEN cDNA 1700030C10 gene"
"chr12",24572049,24572529,481,"*",481,24572249,25,21.9285,9.97774,17.6182,"RARG_Treated_vs_Input_peak_100","Promoter (<=1kb)",12,24572283,24617388,45106,1,"195733","ENSMUST00000085553.12",0,"ENSMUSG00000020656","Grhl1","grainyhead like transcription factor 1"
"chr12",29475637,29475910,274,"*",274,29475672,6,6.06571,4.7029,2.4084,"RARG_Treated_vs_Input_peak_101","Distal Intergenic",12,29528384,29920539,392156,1,"17933","ENSMUST00000218583.1",-52474,"ENSMUSG00000061911","Myt1l","myelin transcription factor 1-like"
"chr12",32060739,32060987,249,"*",249,32060973,25,27.6441,13.3704,23.0859,"RARG_Treated_vs_Input_peak_102","Promoter (<=1kb)",12,31958480,32060589,102110,2,"19088","ENSMUST00000146865.1",-150,"ENSMUSG00000002997","Prkar2b","protein kinase, cAMP dependent regulatory, type II beta"
"chr12",40037360,40037671,312,"*",312,40037369,15,14.5077,8.47412,10.5237,"RARG_Treated_vs_Input_peak_103","Promoter (<=1kb)",12,40005447,40037367,31921,2,"11861","ENSMUST00000144910.1",0,"ENSMUSG00000047446","Arl4a","ADP-ribosylation factor-like 4A"
"chr12",52796011,52796316,306,"*",306,52796019,13,9.73506,6.00304,5.94116,"RARG_Treated_vs_Input_peak_104","Promoter (<=1kb)",12,52795836,53148763,352928,1,"238161","ENSMUST00000219786.1",175,"ENSMUSG00000061603","Akap6","A kinase anchor protein 6"
"chr12",53252569,53252903,335,"*",335,53252624,25,31.5532,15.6512,26.8275,"RARG_Treated_vs_Input_peak_105","Promoter (<=1kb)",12,53253025,53501176,248152,1,"27386","ENSMUST00000220986.1",-122,"ENSMUSG00000021010","Npas3","neuronal PAS domain protein 3"
"chr12",69159297,69159592,296,"*",296,69159562,248,368.816,60.6082,362.646,"RARG_Treated_vs_Input_peak_106","Promoter (<=1kb)",12,69157722,69159186,1465,2,"20090","ENSMUST00000037023.8",-111,"ENSMUSG00000034892","Rps29","ribosomal protein S29"
"chr12",69361184,69361478,295,"*",295,69361210,261,378.718,57.552,372.533,"RARG_Treated_vs_Input_peak_107","Exon (ENSMUST00000196643.1/ENSMUST00000196643.1, exon 1 of 1)",12,69310522,69357165,46644,2,"66244","ENSMUST00000021368.9",-4019,"ENSMUSG00000020982","Nemf","nuclear export mediator factor"
"chr12",69551018,69551331,314,"*",314,69551090,33,34.797,14.5788,29.9832,"RARG_Treated_vs_Input_peak_108","Distal Intergenic",12,69582276,69582935,660,2,"207965","ENSMUST00000238563.1",31604,"ENSMUSG00000049882","Vcpkmt","valosin containing protein lysine (K) methyltransferase"
"chr12",76404972,76405184,213,"*",213,76405082,25,22.5736,10.353,18.2352,"RARG_Treated_vs_Input_peak_109","Promoter (<=1kb)",12,76404409,76406934,2526,1,"15512","ENSMUST00000219555.1",563,"ENSMUSG00000059970","Hspa2","heat shock protein 2"
"chr12",80637267,80637518,252,"*",252,80637501,8,6.36927,4.76669,2.70001,"RARG_Treated_vs_Input_peak_110","3' UTR",12,80637491,80643800,6310,2,"13877","ENSMUST00000218336.1",6282,"ENSMUSG00000021131","Erh","ERH mRNA splicing and mitosis factor"
"chr12",84218664,84218901,238,"*",238,84218891,31,31.9951,13.7212,27.2583,"RARG_Treated_vs_Input_peak_111","Promoter (<=1kb)",12,84149176,84218881,69706,2,"238317","ENSMUST00000046266.12",0,"ENSMUSG00000042507","Mideas","mitotic deacetylase associated SANT domain protein"
"chr12",86787493,86787807,315,"*",315,86787628,5,4.84573,3.99832,1.31395,"RARG_Treated_vs_Input_peak_112","Distal Intergenic",12,86741007,86754394,13388,1,"627607","ENSMUST00000223197.1",46486,"ENSMUSG00000059114","Lrrc74a","leucine rich repeat containing 74A"
"chr12",94892444,94892658,215,"*",215,94892490,5,4.90546,4.03106,1.31395,"RARG_Treated_vs_Input_peak_113","Distal Intergenic",12,95692226,95785215,92990,1,"399558","ENSMUST00000057324.3",-799568,"ENSMUSG00000047414","Flrt2","fibronectin leucine rich transmembrane protein 2"
"chr12",101726960,101727208,249,"*",249,101727110,6,5.64317,4.46784,2.01952,"RARG_Treated_vs_Input_peak_114","Distal Intergenic",12,101645443,101718523,73081,2,"74413","ENSMUST00000162735.7",-8437,"ENSMUSG00000021187","Tc2n","tandem C2 domains, nuclear"
"chr12",103325301,103325522,222,"*",222,103325503,37,40.5489,16.294,35.5895,"RARG_Treated_vs_Input_peak_115","Exon (ENSMUST00000021617.13/65256, exon 8 of 10)",12,103321146,103335584,14439,2,"65256","ENSMUST00000127447.1",10062,"ENSMUSG00000021200","Asb2","ankyrin repeat and SOCS box-containing 2"
"chr12",104751629,104752028,400,"*",400,104752022,18,10.0945,5.18516,6.28079,"RARG_Treated_vs_Input_peak_116","Promoter (<=1kb)",12,104687742,104751952,64211,2,"192119","ENSMUST00000041987.6",0,"ENSMUSG00000041415","Dicer1","dicer 1, ribonuclease type III"
"chr12",108793574,108794007,434,"*",434,108793992,44,58.7742,23.8335,53.5955,"RARG_Treated_vs_Input_peak_117","Promoter (<=1kb)",12,108792973,108820148,27176,1,"22632","ENSMUST00000021692.8",601,"ENSMUSG00000021264","Yy1","YY1 transcription factor"
"chr12",111485343,111485660,318,"*",318,111485644,28,19.7214,7.91419,15.5242,"RARG_Treated_vs_Input_peak_118","Promoter (<=1kb)",12,111484609,111485823,1215,2,"212539","ENSMUST00000010673.6",163,"ENSMUSG00000010529","Gm266","predicted gene 266"
"chr12",113098125,113098359,235,"*",235,113098262,18,17.9447,9.7707,13.8208,"RARG_Treated_vs_Input_peak_119","Promoter (<=1kb)",12,113098278,113137205,38928,1,"116870","ENSMUST00000109727.8",0,"ENSMUSG00000021144","Mta1","metastasis associated 1"
"chr13",5892938,5893150,213,"*",213,5893107,7,7.28305,5.37475,3.57547,"RARG_Treated_vs_Input_peak_120","Intron (ENSMUST00000221487.1/ENSMUST00000221487.1, intron 1 of 1)",13,5864678,5866770,2093,1,"23849","ENSMUST00000221734.1",28260,"ENSMUSG00000000078","Klf6","Kruppel-like transcription factor 6"
"chr13",21816622,21816935,314,"*",314,21816672,77,111.295,36.5595,105.726,"RARG_Treated_vs_Input_peak_121","Distal Intergenic",13,21811746,21812147,402,1,"100041230","ENSMUST00000104941.3",4876,"ENSMUSG00000069306","H4c17","H4 clustered histone 17"
"chr13",41220362,41220652,291,"*",291,41220578,20,22.5764,11.9612,18.2352,"RARG_Treated_vs_Input_peak_122","Promoter (<=1kb)",13,41182381,41220405,38025,2,"54326","ENSMUST00000021793.14",0,"ENSMUSG00000021364","Elovl2","ELOVL fatty acid elongase 2"
"chr13",45418161,45418395,235,"*",235,45418167,10,11.2184,7.39028,7.35983,"RARG_Treated_vs_Input_peak_123","Distal Intergenic",13,45390927,45411045,20119,1,"218203","ENSMUST00000222178.1",27234,"ENSMUSG00000038175","Mylip","myosin regulatory light chain interacting protein"
"chr13",49974211,49974513,303,"*",303,49974217,10,8.52058,5.82596,4.77504,"RARG_Treated_vs_Input_peak_124","Exon (ENSMUST00000222996.1/ENSMUST00000222996.1, exon 2 of 2)",13,49722119,49723096,978,1,"105148","ENSMUST00000165656.1",252092,"ENSMUSG00000037851","Iars1","isoleucyl-tRNA synthetase 1"
"chr13",51118593,51118929,337,"*",337,51118727,5,4.46836,3.78395,0.997323,"RARG_Treated_vs_Input_peak_125","Intron (ENSMUST00000095797.5/20729, intron 1 of 5)",13,51134319,51152494,18176,1,"20729","ENSMUST00000223152.1",-15390,"ENSMUSG00000021395","Spin1","spindlin 1"
"chr13",51567141,51567369,229,"*",229,51567142,19,14.4777,7.4067,10.502,"RARG_Treated_vs_Input_peak_126","Promoter (<=1kb)",13,51431041,51567084,136044,2,"20418","ENSMUST00000021898.5",-57,"ENSMUSG00000021448","Shc3","src homology 2 domain-containing transforming protein C3"
"chr13",54949381,54949674,294,"*",294,54949390,15,16.1851,9.46998,12.1358,"RARG_Treated_vs_Input_peak_127","Promoter (<=1kb)",13,54949411,55006018,56608,1,"107448","ENSMUST00000026994.13",0,"ENSMUSG00000025876","Unc5a","unc-5 netrin receptor A"
"chr13",55166267,55166506,240,"*",240,55166495,12,8.71051,5.57425,4.94657,"RARG_Treated_vs_Input_peak_128","Exon (ENSMUST00000005452.5/14186, exon 13 of 18)",13,55156117,55156904,788,1,"14186","ENSMUST00000162167.1",10150,"ENSMUSG00000005320","Fgfr4","fibroblast growth factor receptor 4"
"chr13",56702966,56703329,364,"*",364,56703092,26,30.2967,14.5936,25.6218,"RARG_Treated_vs_Input_peak_129","Promoter (<=1kb)",13,56703010,56742377,39368,1,"17129","ENSMUST00000069557.13",0,"ENSMUSG00000021540","Smad5","SMAD family member 5"
"chr13",58274244,58274492,249,"*",249,58274252,20,26.4457,14.1087,21.9291,"RARG_Treated_vs_Input_peak_130","Promoter (<=1kb)",13,58233346,58274188,40843,2,"56278","ENSMUST00000091579.5",-56,"ENSMUSG00000021552","Gkap1","G kinase anchoring protein 1"
"chr13",69533722,69534008,287,"*",287,69533968,36,48.5621,21.4203,43.4865,"RARG_Treated_vs_Input_peak_131","Promoter (<=1kb)",13,69497962,69533864,35903,2,"210106","ENSMUST00000044081.8",0,"ENSMUSG00000034575","Tent4a","terminal nucleotidyltransferase 4A"
"chr13",69738797,69739110,314,"*",314,69738986,19,16.4452,8.57577,12.386,"RARG_Treated_vs_Input_peak_132","Promoter (<=1kb)",13,69702832,69739889,37058,2,"76980","ENSMUST00000065118.6",779,"ENSMUSG00000052981","Ube2ql1","ubiquitin-conjugating enzyme E2Q family-like 1"
"chr13",73260363,73260609,247,"*",247,73260599,24,27.7861,13.7943,23.2252,"RARG_Treated_vs_Input_peak_133","Promoter (<=1kb)",13,73260479,73269608,9130,1,"50916","ENSMUST00000176684.7",0,"ENSMUSG00000021604","Irx4","Iroquois homeobox 4"
"chr13",74664270,74664625,356,"*",356,74664372,6,6.06571,4.7029,2.4084,"RARG_Treated_vs_Input_peak_134","Promoter (<=1kb)",13,74663467,74663999,533,1,"80898","ENSMUST00000221606.1",803,"ENSMUSG00000021583","Erap1","endoplasmic reticulum aminopeptidase 1"
"chr13",78189444,78189924,481,"*",481,78189743,24,31.5924,15.9566,26.8625,"RARG_Treated_vs_Input_peak_135","Promoter (<=1kb)",13,78189872,78190443,572,2,"13865","ENSMUST00000135284.1",519,"ENSMUSG00000069171","Nr2f1","nuclear receptor subfamily 2, group F, member 1"
"chr13",78195162,78195623,462,"*",462,78195312,18,13.0759,6.84388,9.15163,"RARG_Treated_vs_Input_peak_136","Promoter (<=1kb)",13,78189733,78196373,6641,2,"13865","ENSMUST00000125176.2",750,"ENSMUSG00000069171","Nr2f1","nuclear receptor subfamily 2, group F, member 1"
"chr13",78198168,78198871,704,"*",704,78198749,25,34.9007,17.4679,30.068,"RARG_Treated_vs_Input_peak_137","Promoter (<=1kb)",13,78198017,78235733,37717,1,"320174","ENSMUST00000145613.7",151,"ENSMUSG00000087143","A830082K12Rik","RIKEN cDNA A830082K12 gene"
"chr13",80885698,80886186,489,"*",489,80886169,22,28.3202,14.68,23.7159,"RARG_Treated_vs_Input_peak_138","Promoter (<=1kb)",13,80886095,80894320,8226,1,"105171","ENSMUST00000161441.1",0,"ENSMUSG00000074794","Arrdc3","arrestin domain containing 3"
"chr13",90990636,90990906,271,"*",271,90990707,7,6.96379,5.20016,3.27702,"RARG_Treated_vs_Input_peak_139","Intron (ENSMUST00000022119.5/66795, intron 5 of 7)",13,90924185,90924724,540,1,"66475","ENSMUST00000224430.1",66451,"ENSMUSG00000049517","Rps23","ribosomal protein S23"
"chr13",92355750,92355988,239,"*",239,92355934,5,4.17992,3.61182,0.733143,"RARG_Treated_vs_Input_peak_140","Promoter (<=1kb)",13,92211886,92355003,143118,2,"17686","ENSMUST00000022220.12",-747,"ENSMUSG00000014850","Msh3","mutS homolog 3"
"chr13",94702688,94702913,226,"*",226,94702905,11,9.65391,6.35559,5.86551,"RARG_Treated_vs_Input_peak_141","Exon (ENSMUST00000220503.1/ENSMUST00000220503.1, exon 1 of 3)",13,94788910,94842922,54013,1,"21371","ENSMUST00000046644.6",-85997,"ENSMUSG00000042043","Tbca","tubulin cofactor A"
"chr13",95336385,95336811,427,"*",427,95336391,35,49.4563,22.3051,44.3655,"RARG_Treated_vs_Input_peak_142","3' UTR",13,95330600,95330737,138,1,"100217450","ENSMUST00000157483.1",5785,"ENSMUSG00000088108","Snora47","small nucleolar RNA, H/ACA box 47"
"chr13",98990773,98991086,314,"*",314,98990914,30,36.4585,16.7556,31.5938,"RARG_Treated_vs_Input_peak_143","Distal Intergenic",13,98984085,98984565,481,2,"69382","ENSMUST00000054425.6",-6208,"ENSMUSG00000045022","H2bl1","H2B.L histone variant 1"
"chr13",100595270,100595534,265,"*",265,100595493,6,6.06571,4.7029,2.4084,"RARG_Treated_vs_Input_peak_144","Distal Intergenic",13,100595959,100616702,20744,2,"218518","ENSMUST00000225754.1",21168,"ENSMUSG00000021636","Marveld2","MARVEL (membrane-associating) domain containing 2"
"chr13",111686466,111686692,227,"*",227,111686682,16,15.791,9.00375,11.7514,"RARG_Treated_vs_Input_peak_145","Promoter (<=1kb)",13,111686351,111717636,31286,1,"218613","ENSMUST00000109271.2",115,"ENSMUSG00000032727","Mier3","MIER family member 3"
"chr14",12009353,12009602,250,"*",250,12009592,7,6.79645,5.1061,3.11382,"RARG_Treated_vs_Input_peak_146","Intron (ENSMUST00000022264.12/19270, intron 4 of 29)",14,12091160,12122132,30973,1,"19270","ENSMUST00000155727.2",-81558,"ENSMUSG00000121513","Ptprg","protein tyrosine phosphatase receptor type G"
"chr14",21051783,21052007,225,"*",225,21051790,84,133.212,45.0188,127.537,"RARG_Treated_vs_Input_peak_147","Promoter (<=1kb)",14,21040987,21052077,11091,2,"55946","ENSMUST00000148886.1",70,"ENSMUSG00000021824","Ap3m1","adaptor-related protein complex 3, mu 1 subunit"
"chr14",27628476,27628698,223,"*",223,27628608,7,5.3589,4.23706,1.74739,"RARG_Treated_vs_Input_peak_148","Intron (ENSMUST00000210135.1/238988, intron 1 of 19)",14,27623599,27653802,30204,1,"238988","ENSMUST00000210327.1",4877,"ENSMUSG00000040640","Erc2","ELKS/RAB6-interacting/CAST family member 2"
"chr14",46363784,46363995,212,"*",212,46363945,6,6.06571,4.7029,2.4084,"RARG_Treated_vs_Input_peak_149","Distal Intergenic",14,46379414,46383418,4005,1,"100041724","ENSMUST00000141358.1",-15419,"ENSMUSG00000079261","Gm15217","predicted gene 15217"
"chr14",49066131,49066377,247,"*",247,49066148,16,15.791,9.00375,11.7514,"RARG_Treated_vs_Input_peak_150","Promoter (<=1kb)",14,49013755,49066396,52642,2,"105504","ENSMUST00000161504.7",19,"ENSMUSG00000061244","Exoc5","exocyst complex component 5"
"chr14",53477029,53477337,309,"*",309,53477071,6,5.9421,4.63552,2.30711,"RARG_Treated_vs_Input_peak_151","Distal Intergenic",14,53032417,53039466,7050,2,"102632039","ENSMUST00000199271.1",-437563,"ENSMUSG00000104598","Gm30214","predicted gene, 30214"
"chr14",57525374,57525594,221,"*",221,57525385,22,20.1016,9.86213,15.8681,"RARG_Treated_vs_Input_peak_152","Promoter (<=1kb)",14,57524777,57543166,18390,1,"239114","ENSMUST00000089494.5",597,"ENSMUSG00000050222","Il17d","interleukin 17D"
"chr14",88352449,88352724,276,"*",276,88352544,5,4.75617,3.94861,1.25371,"RARG_Treated_vs_Input_peak_153","Distal Intergenic",14,88466857,88471346,4490,2,"219257","ENSMUST00000192557.1",118622,"ENSMUSG00000050505","Pcdh20","protocadherin 20"
"chr14",101835510,101835748,239,"*",239,101835593,6,6.06571,4.7029,2.4084,"RARG_Treated_vs_Input_peak_154","Promoter (2-3kb)",14,101838512,101934689,96178,1,"380928","ENSMUST00000159258.7",-2764,"ENSMUSG00000033060","Lmo7","LIM domain only 7"
"chr14",115799590,115799817,228,"*",228,115799662,6,6.06571,4.7029,2.4084,"RARG_Treated_vs_Input_peak_155","Intron (ENSMUST00000176912.7/103978, intron 7 of 7)",14,115396551,115409552,13002,2,"75088","ENSMUST00000176582.1",-390038,"ENSMUSG00000093551","4930505G20Rik","RIKEN cDNA 4930505G20 gene"
"chr14",122464151,122464540,390,"*",390,122464524,26,34.556,17.0278,29.7479,"RARG_Treated_vs_Input_peak_156","Promoter (1-2kb)",14,122456795,122465677,8883,2,"65100","ENSMUST00000039118.6",1137,"ENSMUSG00000041703","Zic5","zinc finger protein of the cerebellum 5"
"chr14",124752277,124752491,215,"*",215,124752428,5,4.90546,4.03106,1.31395,"RARG_Treated_vs_Input_peak_157","Distal Intergenic",14,123977907,124677127,699221,2,"14169","ENSMUST00000095529.9",-75150,"ENSMUSG00000025551","Fgf14","fibroblast growth factor 14"
"chr15",11959625,11959836,212,"*",212,11959679,5,4.17992,3.61182,0.733143,"RARG_Treated_vs_Input_peak_158","Distal Intergenic",15,11964276,11969474,5199,1,"73339","ENSMUST00000191278.6",-4440,"ENSMUSG00000099349","1700047G03Rik","RIKEN cDNA 1700047G03 gene"
"chr15",28649367,28649601,235,"*",235,28649481,5,4.90546,4.03106,1.31395,"RARG_Treated_vs_Input_peak_159","Distal Intergenic",15,28203752,28472052,268301,1,"110082","ENSMUST00000067048.7",445615,"ENSMUSG00000022262","Dnah5","dynein, axonemal, heavy chain 5"
"chr15",41788991,41789219,229,"*",229,41788993,17,14.7054,8.07912,10.7159,"RARG_Treated_vs_Input_peak_160","Promoter (<=1kb)",15,41788941,41861047,72107,1,"170719","ENSMUST00000170127.8",50,"ENSMUSG00000022307","Oxr1","oxidation resistance 1"
"chr15",46430046,46430332,287,"*",287,46430222,6,6.06571,4.7029,2.4084,"RARG_Treated_vs_Input_peak_161","Distal Intergenic",15,46436227,46496149,59923,2,"74726","ENSMUST00000228201.1",65817,"ENSMUSG00000115177","4930523O13Rik","RIKEN cDNA 4930523O13 gene"
"chr15",53084166,53084415,250,"*",250,53084227,6,5.09321,4.14312,1.49571,"RARG_Treated_vs_Input_peak_162","Intron (ENSMUST00000077273.8/14042, intron 7 of 10)",15,53089931,53107868,17938,2,"14042","ENSMUST00000140798.1",23453,"ENSMUSG00000061731","Ext1","exostosin glycosyltransferase 1"
"chr15",53344338,53344568,231,"*",231,53344455,6,5.78842,4.55014,2.16271,"RARG_Treated_vs_Input_peak_163","Promoter (1-2kb)",15,53068664,53345659,276996,2,"14042","ENSMUST00000133362.7",1091,"ENSMUSG00000061731","Ext1","exostosin glycosyltransferase 1"
"chr15",58823235,58823619,385,"*",385,58823245,43,49.5097,18.8667,44.4168,"RARG_Treated_vs_Input_peak_164","Promoter (<=1kb)",15,58782269,58823530,41262,2,"74868","ENSMUST00000072113.5",0,"ENSMUSG00000062373","Tmem65","transmembrane protein 65"
"chr15",73594976,73595218,243,"*",243,73595104,7,6.48704,4.92784,2.81437,"RARG_Treated_vs_Input_peak_165","Promoter (1-2kb)",15,73581557,73596529,14973,2,"106068","ENSMUST00000132607.1",1311,"ENSMUSG00000079020","Slc45a4","solute carrier family 45, member 4"
"chr15",75757701,75757936,236,"*",236,75757926,31,34.1557,14.9988,29.3564,"RARG_Treated_vs_Input_peak_166","Exon (ENSMUST00000100538.3/223642, exon 10 of 12)",15,75745490,75748228,2739,2,"378435","ENSMUST00000062002.5",-9473,"ENSMUSG00000047591","Mafa","MAF bZIP transcription factor A"
"chr15",76656373,76656879,507,"*",507,76656873,21,24.6382,12.8772,20.2145,"RARG_Treated_vs_Input_peak_167","Promoter (<=1kb)",15,76646991,76656716,9726,2,"54151","ENSMUST00000229524.1",0,"ENSMUSG00000053929","Zftraf1","zinc finger TRAF type containing 1"
"chr15",79035006,79035342,337,"*",337,79035015,34,28.8268,10.8687,24.2099,"RARG_Treated_vs_Input_peak_168","Promoter (1-2kb)",15,79033498,79036313,2816,1,"26912","ENSMUST00000229276.1",1508,"ENSMUSG00000006378","Gcat","glycine C-acetyltransferase (2-amino-3-ketobutyrate-coenzyme A ligase)"
"chr15",79804314,79804575,262,"*",262,79804410,29,29.2465,12.8637,24.6215,"RARG_Treated_vs_Input_peak_169","Promoter (<=1kb)",15,79786352,79804709,18358,2,"73340","ENSMUST00000175858.8",134,"ENSMUSG00000022421","Nptxr","neuronal pentraxin receptor"
"chr15",81694514,81694821,308,"*",308,81694812,19,19.7838,10.5926,15.5759,"RARG_Treated_vs_Input_peak_170","Promoter (<=1kb)",15,81686181,81694207,8027,2,"214685","ENSMUST00000173898.1",-307,"ENSMUSG00000063765","Chadl","chondroadherin-like"
"chr15",82963664,82963948,285,"*",285,82963932,16,18.7413,10.7212,14.5746,"RARG_Treated_vs_Input_peak_171","Promoter (<=1kb)",15,82856793,82963558,106766,2,"21411","ENSMUST00000229547.1",-106,"ENSMUSG00000041852","Tcf20","transcription factor 20"
"chr15",83172147,83172358,212,"*",212,83172156,17,17.099,9.53338,13.0013,"RARG_Treated_vs_Input_peak_172","Promoter (<=1kb)",15,83153494,83172592,19099,2,"109754","ENSMUST00000018186.15",234,"ENSMUSG00000018042","Cyb5r3","cytochrome b5 reductase 3"
"chr15",83724681,83724925,245,"*",245,83724888,24,31.5924,15.9566,26.8625,"RARG_Treated_vs_Input_peak_173","Promoter (<=1kb)",15,83607323,83724926,117604,2,"64706","ENSMUST00000171496.8",1,"ENSMUSG00000016763","Scube1","signal peptide, CUB domain, EGF-like 1"
"chr15",88733880,88734307,428,"*",428,88733893,39,43.4937,17.1515,38.4924,"RARG_Treated_vs_Input_peak_174","Promoter (<=1kb)",15,88687034,88734233,47200,2,"223770","ENSMUST00000109381.8",0,"ENSMUSG00000022387","Brd1","bromodomain containing 1"
"chr15",99944616,99945048,433,"*",433,99945036,22,20.8718,10.3233,16.6154,"RARG_Treated_vs_Input_peak_175","Exon (ENSMUST00000100209.5/72277, exon 4 of 8)",15,99918348,99931796,13449,2,"72277","ENSMUST00000062631.14",-12820,"ENSMUSG00000045350","Fam186a","family with sequence similarity 186, member A"
"chr15",100038679,100038931,253,"*",253,100038685,63,109.228,42.998,103.673,"RARG_Treated_vs_Input_peak_176","Promoter (<=1kb)",15,100038664,100219473,180810,1,"239667","ENSMUST00000100203.9",15,"ENSMUSG00000023026","Dip2b","disco interacting protein 2 homolog B"
"chr15",101052834,101053185,352,"*",352,101052927,40,52.0139,21.7149,46.8961,"RARG_Treated_vs_Input_peak_177","Promoter (1-2kb)",15,101050194,101054399,4206,2,"668225","ENSMUST00000178140.1",1214,"ENSMUSG00000095440","Fignl2","fidgetin-like 2"
"chr15",101173979,101174309,331,"*",331,101174109,17,21.5659,12.0709,17.2804,"RARG_Treated_vs_Input_peak_178","Promoter (<=1kb)",15,101174067,101213684,39618,1,"11479","ENSMUST00000000544.11",0,"ENSMUSG00000000532","Acvr1b","activin A receptor, type 1B"
"chr15",102238811,102239561,751,"*",751,102239460,18,14.7933,7.86137,10.8028,"RARG_Treated_vs_Input_peak_179","Exon (ENSMUST00000043172.14/19411, exon 8 of 10)",15,102241939,102243589,1651,2,"19411","ENSMUST00000130204.1",4028,"ENSMUSG00000001288","Rarg","retinoic acid receptor, gamma"
"chr15",102239871,102240233,363,"*",363,102240001,14,7.82046,4.65802,4.09572,"RARG_Treated_vs_Input_peak_180","Exon (ENSMUST00000043172.14/19411, exon 6 of 10)",15,102241939,102243589,1651,2,"19411","ENSMUST00000130204.1",3356,"ENSMUSG00000001288","Rarg","retinoic acid receptor, gamma"
"chr16",4213435,4213708,274,"*",274,4213691,24,33.1742,16.7961,28.3926,"RARG_Treated_vs_Input_peak_181","Promoter (<=1kb)",16,4083701,4213413,129713,2,"12914","ENSMUST00000205765.1",-22,"ENSMUSG00000022521","Crebbp","CREB binding protein"
"chr16",8738287,8738529,243,"*",243,8738297,17,14.1115,7.71819,10.1423,"RARG_Treated_vs_Input_peak_182","Promoter (<=1kb)",16,8689600,8738420,48821,2,"252870","ENSMUST00000160326.7",0,"ENSMUSG00000022710","Usp7","ubiquitin specific peptidase 7"
"chr16",15642478,15642853,376,"*",376,15642834,261,431.621,81.36,425.349,"RARG_Treated_vs_Input_peak_183","Intron (ENSMUST00000182134.1/19090, intron 1 of 21)",16,15637889,15842235,204347,1,"19090","ENSMUST00000023352.8",4589,"ENSMUSG00000022672","Prkdc","protein kinase, DNA activated, catalytic polypeptide"
"chr16",17807230,17807468,239,"*",239,17807242,16,15.791,9.00375,11.7514,"RARG_Treated_vs_Input_peak_184","Promoter (2-3kb)",16,17804809,17806961,2153,1,"224024","ENSMUST00000231301.1",2421,"ENSMUSG00000012017","Scarf2","scavenger receptor class F, member 2"
"chr16",18289116,18289356,241,"*",241,18289128,17,21.6085,12.0932,17.3027,"RARG_Treated_vs_Input_peak_185","Promoter (<=1kb)",16,18253948,18289246,35299,2,"94223","ENSMUST00000009321.10",0,"ENSMUSG00000022718","Dgcr8","DGCR8, microprocessor complex subunit"
"chr16",21214448,21214684,237,"*",237,21214449,25,23.2629,10.7577,18.8848,"RARG_Treated_vs_Input_peak_186","Promoter (2-3kb)",16,21212417,21214506,2090,1,"13845","ENSMUST00000231316.1",2031,"ENSMUSG00000005958","Ephb3","Eph receptor B3"
"chr16",24193524,24193901,378,"*",378,24193824,5,4.90546,4.03106,1.31395,"RARG_Treated_vs_Input_peak_187","Intron (ENSMUST00000230383.1/ENSMUST00000230383.1, intron 2 of 3)",16,24076388,24082690,6303,2,"108168278","ENSMUST00000230580.1",-110834,"ENSMUSG00000116437","Gm46545","predicted gene, 46545"
"chr16",31274950,31275177,228,"*",228,31274959,15,11.871,6.86061,7.99531,"RARG_Treated_vs_Input_peak_188","Promoter (<=1kb)",16,31257975,31274992,17018,2,"66849","ENSMUST00000115233.1",0,"ENSMUSG00000047714","Ppp1r2","protein phosphatase 1, regulatory inhibitor subunit 2"
